Join_Count,TARGET_FID,JOIN_FID,SiteID,Stream,SiteName,COMID,Order,AU,georef_notes,georef_ID305b_cycle,Lat,Long,OBJECTID,ECO,LEVEL4_NAM,LEVEL3,LEVEL3_NAM,L3CODE,L3NAME,L2CODE,L2NAME,L1CODE,L1NAME,STATE,EPA_REGION,L4_KEY,L3_KEY,L2_KEY,L1_KEY,SITECLASS,SUM_ACRES,HUC4NAME,BASIN,SQ_MILES,HUC4CODE,DEQ_ADMIN,CLASSTYPE,HUCCODE,RuleID,Shape_STAr,Shape_STLe
1,10,343,86,Grouse,018-18-I,24114445,3,ID17010214PN036_03,,2022,48.455539,-116.354119,410,15q,Purcell-Cabinet-North Bitterroot Mountains,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15q  Purcell-Cabinet-North Bitterroot Mountains,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,108220.224,Pend Oreille Lake,Panhandle,169.094,17010214,CRO,2,17010214,2,437953458.7,128201.1134
1,11,301,87,Independence,020-01-I,24373282,3,ID17010301PN018_03,,2022,47.899935,-116.335786,367,15o,Coeur d Alene Metasedimentary Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15o  Coeur d Alene Metasedimentary Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,565283.371,Upper Coeur d Alene,Panhandle,883.255,17010301,CRO,2,17010301,2,2287629791,315981.4886
1,12,300,88,West Gold,020-02-I,24114671,2,ID17010214PN022_02,,2022,47.94838,-116.467803,366,15o,Coeur d Alene Metasedimentary Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15o  Coeur d Alene Metasedimentary Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,56428.699,Pend Oreille Lake,Panhandle,88.17,17010214,CRO,2,17010214,2,228359755.7,105763.4335
1,13,301,89,Emerson,020-03-IS,24374846,2,ID17010301PN018_02,,2022,47.910282,-116.230641,367,15o,Coeur d Alene Metasedimentary Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15o  Coeur d Alene Metasedimentary Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,565283.371,Upper Coeur d Alene,Panhandle,883.255,17010301,CRO,2,17010301,2,2287629791,315981.4886
1,14,301,90,Jordan,020-04-I,24373564,2,ID17010301PN014_02,,2022,47.944245,-116.055527,367,15o,Coeur d Alene Metasedimentary Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15o  Coeur d Alene Metasedimentary Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,565283.371,Upper Coeur d Alene,Panhandle,883.255,17010301,CRO,2,17010301,2,2287629791,315981.4886
1,15,301,91,Brett,020-08-I,24373570,2,ID17010301PN021_02,,2022,47.846611,-116.122074,367,15o,Coeur d Alene Metasedimentary Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15o  Coeur d Alene Metasedimentary Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,565283.371,Upper Coeur d Alene,Panhandle,883.255,17010301,CRO,2,17010301,2,2287629791,315981.4886
1,16,301,92,North,020-13-I,24374580,2,ID17010301PN018_02,,2022,47.92845,-116.278124,367,15o,Coeur d Alene Metasedimentary Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15o  Coeur d Alene Metasedimentary Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,565283.371,Upper Coeur d Alene,Panhandle,883.255,17010301,CRO,2,17010301,2,2287629791,315981.4886
1,17,301,93,Trail,020-16-I,24373316,3,ID17010301PN019_03,,2022,47.842139,-116.264059,367,15o,Coeur d Alene Metasedimentary Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15o  Coeur d Alene Metasedimentary Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,565283.371,Upper Coeur d Alene,Panhandle,883.255,17010301,CRO,2,17010301,2,2287629791,315981.4886
1,18,301,94,Laverne,021-07-I,24373628,2,ID17010301PN032_02,,2022,47.707691,-116.375558,367,15o,Coeur d Alene Metasedimentary Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15o  Coeur d Alene Metasedimentary Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,565283.371,Upper Coeur d Alene,Panhandle,883.255,17010301,CRO,2,17010301,2,2287629791,315981.4886
1,19,301,95,W.F. Steamboat,021-08-I,24373400,3,ID17010301PN028_03,,2022,47.717146,-116.203769,367,15o,Coeur d Alene Metasedimentary Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15o  Coeur d Alene Metasedimentary Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,565283.371,Upper Coeur d Alene,Panhandle,883.255,17010301,CRO,2,17010301,2,2287629791,315981.4886
1,20,301,96,Copper,021-10-I,24373540,3,ID17010301PN039_03,,2022,47.647993,-116.375924,367,15o,Coeur d Alene Metasedimentary Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15o  Coeur d Alene Metasedimentary Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,565283.371,Upper Coeur d Alene,Panhandle,883.255,17010301,CRO,2,17010301,2,2287629791,315981.4886
1,21,303,97,Trib of Armstrong,021-15-I,24380177,1,ID17010303PN022_02,,2022,47.554352,-116.599219,369,15o,Coeur d Alene Metasedimentary Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15o  Coeur d Alene Metasedimentary Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,219855.335,Coeur d Alene Lake,Panhandle,343.524,17010303,CRO,2,17010303,2,889726534.7,185019.6862
1,22,301,98,Bumblebee,021-16-I,24373620,2,ID17010301PN031_02,,2022,47.635225,-116.276275,367,15o,Coeur d Alene Metasedimentary Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15o  Coeur d Alene Metasedimentary Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,565283.371,Upper Coeur d Alene,Panhandle,883.255,17010301,CRO,2,17010301,2,2287629791,315981.4886
1,23,303,99,Fourth of July,021-19-I,24379433,3,ID17010303PN020_03,,2022,47.581861,-116.467327,369,15o,Coeur d Alene Metasedimentary Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15o  Coeur d Alene Metasedimentary Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,219855.335,Coeur d Alene Lake,Panhandle,343.524,17010303,CRO,2,17010303,2,889726534.7,185019.6862
1,24,301,100,Leiberg,021-20-I,24373636,2,ID17010301PN033_02,,2022,47.720735,-116.383269,367,15o,Coeur d Alene Metasedimentary Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15o  Coeur d Alene Metasedimentary Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,565283.371,Upper Coeur d Alene,Panhandle,883.255,17010301,CRO,2,17010301,2,2287629791,315981.4886
1,25,301,101,Rampike,022-09-I,24373732,1,ID17010301PN012_02,,2022,47.819466,-115.962487,367,15o,Coeur d Alene Metasedimentary Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15o  Coeur d Alene Metasedimentary Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,565283.371,Upper Coeur d Alene,Panhandle,883.255,17010301,CRO,2,17010301,2,2287629791,315981.4886
1,26,301,102,E.F. Lost,022-13-I,24373000,1,ID17010301PN009_02,,2022,47.716545,-115.918134,367,15o,Coeur d Alene Metasedimentary Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15o  Coeur d Alene Metasedimentary Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,565283.371,Upper Coeur d Alene,Panhandle,883.255,17010301,CRO,2,17010301,2,2287629791,315981.4886
1,27,301,103,W.F. Eagle,022-12-I,24372990,2,ID17010301PN008_02,,2022,47.677677,-115.88082,367,15o,Coeur d Alene Metasedimentary Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15o  Coeur d Alene Metasedimentary Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,565283.371,Upper Coeur d Alene,Panhandle,883.255,17010301,CRO,2,17010301,2,2287629791,315981.4886
1,28,341,104,Meadow,023-04-I,22910591,3,ID17010105PN012_03,,2022,48.813053,-116.188033,408,15q,Purcell-Cabinet-North Bitterroot Mountains,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15q  Purcell-Cabinet-North Bitterroot Mountains,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,107066.507,Moyie,Panhandle,167.291,17010105,CRO,2,17010105,2,433284515.1,136387.6407
1,29,340,105,Boulder,023-09-I,22904883,3,ID17010104PN033_03,,2022,48.547972,-116.226239,407,15q,Purcell-Cabinet-North Bitterroot Mountains,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15q  Purcell-Cabinet-North Bitterroot Mountains,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,115335.966,Lower Kootenai,Panhandle,180.212,17010104,CRO,2,17010104,2,466749962.9,257778.6045
1,30,341,111,Spruce,024-05-I,22910765,2,ID17010105PN006_02,,2022,48.947044,-116.15494,408,15q,Purcell-Cabinet-North Bitterroot Mountains,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15q  Purcell-Cabinet-North Bitterroot Mountains,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,107066.507,Moyie,Panhandle,167.291,17010105,CRO,2,17010105,2,433284515.1,136387.6407
1,31,341,112,Canuck,024-06-I,22910609,2,ID17010105PN007_02,,2022,48.998734,-116.061918,408,15q,Purcell-Cabinet-North Bitterroot Mountains,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15q  Purcell-Cabinet-North Bitterroot Mountains,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,107066.507,Moyie,Panhandle,167.291,17010105,CRO,2,17010105,2,433284515.1,136387.6407
1,32,318,311,Bird,064-01-I,23004907,2,ID17010304PN057_02,,2022,47.27211,-115.608784,385,15p,St. Joe Schist-Gneiss Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15p  St. Joe Schist-Gneiss Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,970357.524,St. Joe,Panhandle,1516.184,17010304,CRO,2,17010304,2,3926913287,621768.0316
1,33,318,312,Red Ives,064-02-I,23005257,2,ID17010304PN051_02,,2022,47.06005,-115.334637,385,15p,St. Joe Schist-Gneiss Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15p  St. Joe Schist-Gneiss Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,970357.524,St. Joe,Panhandle,1516.184,17010304,CRO,2,17010304,2,3926913287,621768.0316
1,34,318,313,Simmons,064-04-I,23004845,3,ID17010304PN052_03,,2022,47.13866,-115.392255,385,15p,St. Joe Schist-Gneiss Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15p  St. Joe Schist-Gneiss Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,970357.524,St. Joe,Panhandle,1516.184,17010304,CRO,2,17010304,2,3926913287,621768.0316
1,35,318,314,St. Joe,064-05-I,23004833,2,ID17010304PN041_02i,,2022,47.046429,-115.180527,385,15p,St. Joe Schist-Gneiss Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15p  St. Joe Schist-Gneiss Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,970357.524,St. Joe,Panhandle,1516.184,17010304,CRO,2,17010304,2,3926913287,621768.0316
1,36,318,315,Mosquito,064-06-I,23004759,2,ID17010304PN046_02,,2022,47.141392,-115.430908,385,15p,St. Joe Schist-Gneiss Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15p  St. Joe Schist-Gneiss Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,970357.524,St. Joe,Panhandle,1516.184,17010304,CRO,2,17010304,2,3926913287,621768.0316
1,37,318,316,Heller,064-08-I,23006761,2,ID17010304PN041_02h,,2022,47.066174,-115.216626,385,15p,St. Joe Schist-Gneiss Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15p  St. Joe Schist-Gneiss Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,970357.524,St. Joe,Panhandle,1516.184,17010304,CRO,2,17010304,2,3926913287,621768.0316
1,38,318,317,Bean,064-10-I,23005247,3,ID17010304PN041_03b,,2022,47.004739,-115.270648,385,15p,St. Joe Schist-Gneiss Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15p  St. Joe Schist-Gneiss Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,970357.524,St. Joe,Panhandle,1516.184,17010304,CRO,2,17010304,2,3926913287,621768.0316
1,39,318,318,Beaver,064-13-I,23005237,2,ID17010304PN048_02,,2022,47.082601,-115.357661,385,15p,St. Joe Schist-Gneiss Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15p  St. Joe Schist-Gneiss Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,970357.524,St. Joe,Panhandle,1516.184,17010304,CRO,2,17010304,2,3926913287,621768.0316
1,40,318,319,Hume,066-03-I,23005781,1,ID17010304PN011_02,,2022,47.099086,-116.584476,385,15p,St. Joe Schist-Gneiss Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15p  St. Joe Schist-Gneiss Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,970357.524,St. Joe,Panhandle,1516.184,17010304,CRO,2,17010304,2,3926913287,621768.0316
1,41,318,320,Charlie,066-03-K,23003991,1,ID17010304PN011_02,,2022,47.073358,-116.584333,385,15p,St. Joe Schist-Gneiss Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15p  St. Joe Schist-Gneiss Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,970357.524,St. Joe,Panhandle,1516.184,17010304,CRO,2,17010304,2,3926913287,621768.0316
1,42,318,322,Falls,066-17-I,23005121,2,ID17010304PN065_02,,2022,47.355989,-116.293701,385,15p,St. Joe Schist-Gneiss Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15p  St. Joe Schist-Gneiss Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,970357.524,St. Joe,Panhandle,1516.184,17010304,CRO,2,17010304,2,3926913287,621768.0316
1,43,319,323,N.F. Palouse,067-01-I,23460277,2,ID17060108CL021_02,,2022,46.981076,-116.557962,386,15p,St. Joe Schist-Gneiss Zone,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15p  St. Joe Schist-Gneiss Zone,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Mountains,46579.52,Palouse,Clearwater,72.781,17060108,LRO,2,17060108,2,188501384.5,65140.86433
1,44,368,324,Potlatch,067-03-I,23607244,3,ID17060306CL049_03,,2022,46.913764,-116.391157,443,15v,Northern Idaho Hills and Low Relief Mountains,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15v  Northern Idaho Hills and Low Relief Mountains,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Foothills,125859.68,Clearwater,Clearwater,196.656,17060306,LRO,1,17060306,1,509338090.4,224518.212
1,45,368,325,Little Boulder,067-05-I,23607884,2,ID17060306CL050_02,,2022,46.769596,-116.439934,443,15v,Northern Idaho Hills and Low Relief Mountains,15,Northern Rockies,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,Idaho,10,15v  Northern Idaho Hills and Low Relief Mountains,15  Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,Foothills,125859.68,Clearwater,Clearwater,196.656,17060306,LRO,1,17060306,1,509338090.4,224518.212
