OBJECTID,Project,BLM_AdminS,District,FieldOffic,Evaluation,PointID,StreamName,FieldEvalD,SampledMid,SampledM_1,BottomReac,BottomRe_1,TopReachLa,TopReachLo,ProtocolRe,ProtocolTy,ProtocolVe,FieldStatu,PointSelec,OriginalDe,OriginalSt,StreamOrde,EcoregionS,PctOverhea,PctBankOve,VegComplex,VegCompl_1,VegCompl_2,PctNoxious,PctNativeW,PctNoxio_1,PctSedgeRu,PctEquiset,InvasiveIn,ObservedIn,ExpectedIn,OE_Macroin,MMI_Macroi,OE_MMI_Mod,OE_MMI_M_1,Macroinver,TotalNitro,TotalPhosp,SpecificCo,pH,InstantTem,AugTempAvg,TurbidityA,PoolCount,PctPools,PoolFreq,ResPoolDep,LgWoodInCh,LgWoodIn_1,LgWoodIn_2,LgWoodAbov,LgWoodAb_1,LgWoodAb_2,PctFinesLe,PctFines_1,D16,D84,D50,GeometricM,PctPoolTai,PctPoolT_1,PctBankCov,PctBankSta,PctBankC_1,PctBankC_2,PctBankC_3,BankfullHe,BenchHeigh,BankfullDe,BenchDepth,ChannelInc,Floodplain,InstreamHa,BankAngleA,PctBanksUn,ThalwegDep,ThalwegD_1,PctDry,BankfullWi,WettedWidt,WettedWi_1,Entrenchme,Entrench_1,PctSlope,Sinuosity,HumanInflu,BeaverFlow,BeaverSign,WaterWithd,SideChanne,PhotoLink,CoreSubset,Supplement,GreenlineV,Evaluati_1,RecordID,GlobalID,created_us,created_da,last_edite,last_edi_1,NAMC_Sampl
157,ID_PocatelloFO,ID,Idaho Falls District Office,Pocatello Field Office,PO-SS-1010_2019-07-14,PO-SS-1010,,7/14/2019,42.63681400000,-112.35576700000,42.63681000000,-112.35640300000,42.63646800000,-112.35526900000,150.00000000000,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf,Full Reach,RandomGRTS,ID_PocatelloFO_Standard_2019,PocatelloFO,1,NorthernXericBasin_SmallWadeable,50.40000000000,86.00000000000,0.00000000000,0.00000000000,0.00000000000,0,38,0,25,0,Absent,13,14.46962219000,0.89843396000,0.00000000000,ColumbiaRiverBasin_PIBO,Pass,300,0.00000000000,0.00000000000,233.50000000000,8.16000000000,11.50000000000,11.44000000000,0.00000000000,18,52.39000000000,120.00000000000,0.25000000000,5,3.33300000000,0.28600000000,0,0.00000000000,0.00000000000,37.70000000000,42.70000000000,1,37,9,7,0,0,0,0,0,0,0,0.13000000000,0.20000000000,0.44000000000,0.51000000000,-0.76000000000,1.21000000000,0.00000000000,100.00000000000,0,0.00000000000,0.00000000000,0.00000000000,1.62000000000,1.44000000000,1.51000000000,3.00000000000,3.00000000000,3.41000000000,1.50000000000,None,Minor,Common,Absent,Present,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/PO-SS-1010_2019-07-14/,No,,No,AD4524FF-5FD3-4F32-8D10-3CCC190F6059,PO-SS-1010_2019-07-14,{52286BBD-8C9A-4765-A08C-F6FA8472DDE6},,,LSHANK,2/6/2023,172448
158,ID_PocatelloFO,ID,Idaho Falls District Office,Pocatello Field Office,PO-SS-1010_2019-09-06,PO-SS-1010,,9/6/2019,42.63692800000,-112.35578600000,42.63674500000,-112.35657800000,42.63671300000,-112.35509400000,150.00000000000,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf,Full Reach,RandomGRTS,ID_PocatelloFO_Standard_2019,PocatelloFO,1,NorthernXericBasin_SmallWadeable,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,0,0,0,,0,0.00000000000,0.00000000000,0.00000000000,,,0,21.30000000000,28.10000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0.00000000000,0.00000000000,0.00000000000,0,0.00000000000,0.00000000000,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0.61000000000,0.16000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,1.24000000000,,Minor,Rare,Absent,,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/PO-SS-1010_2019-09-06/,Yes,,No,B67FEAA3-44FA-4B58-BE32-9D1431E4267F,PO-SS-1010_2019-09-06,{E5B3149F-FB39-4D19-8648-B25C4F5FB3C0},,,LSHANK,2/6/2023,
159,ID_PocatelloFO,ID,Idaho Falls District Office,Pocatello Field Office,PO-SS-1013_2020-07-10,PO-SS-1013,DRY CREEK,7/10/2020,42.24812000000,-111.65856000000,42.24840700000,-111.65917400000,42.24773600000,-111.65777800000,169.00000000000,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2020_FieldSeason.pdf,Full Reach,RandomGRTS,ID_PocatelloFO_Standard_2019,PocatelloFO,2,SouthernRockies_SmallWadeable,89.80000000000,96.80000000000,0.00000000000,0.00000000000,0.00000000000,0,100,27,0,0,Absent,11,13.26510000000,0.82924400000,0.00000000000,ColumbiaRiverBasin_PIBO,Pass,300,181.00000000000,38.30000000000,186.00000000000,8.45000000000,6.30000000000,13.28000000000,0.00000000000,4,20.18000000000,23.70000000000,0.42000000000,35,20.71000000000,23.36300000000,0,0.00000000000,0.00000000000,7.10000000000,8.10000000000,18,346,114,81,0,1,45,100,45,0,0,0.29000000000,0.38000000000,0.70000000000,0.80000000000,-0.72000000000,1.15000000000,0.00000000000,126.00000000000,0,0.28000000000,0.47000000000,0.00000000000,8.43000000000,5.93000000000,5.93000000000,1.92000000000,1.70000000000,3.11000000000,1.23000000000,LivestockHorseBurro,None,Absent,Absent,Absent,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/PO-SS-1013_2020-07-10/,No,,No,6163508F-8EFD-444E-89A8-28B032E8D638,PO-SS-1013_2020-07-10,{75A0BEC0-6942-445A-910E-449E235D7BEB},,,LSHANK,2/6/2023,176557
160,ID_PocatelloFO,ID,Idaho Falls District Office,Pocatello Field Office,PO-SS-1015_2020-06-27,PO-SS-1015,UNNAMED TRIBUTARY TO CROW CREEK,6/27/2020,42.65730900000,-111.04643800000,42.65706100000,-111.04573400000,42.65754500000,-111.04690200000,150.00000000000,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2020_FieldSeason.pdf,Full Reach,RandomGRTS,ID_PocatelloFO_Standard_2019,PocatelloFO,2,NorthernRockies_SmallWadeable,86.50000000000,88.50000000000,0.00000000000,0.00000000000,0.00000000000,0,100,100,82,0,Absent,9,15.15780000000,0.59375500000,0.00000000000,ColumbiaRiverBasin_PIBO,Pass,300,260.00000000000,120.10000000000,552.00000000000,8.40000000000,15.70000000000,11.59000000000,0.00000000000,4,4.83000000000,26.70000000000,0.16000000000,2,1.21200000000,0.09700000000,0,0.00000000000,0.00000000000,39.90000000000,51.20000000000,2,30,6,7,0,0,100,100,100,0,0,0.09000000000,0.14000000000,0.36000000000,0.41000000000,-0.81000000000,1.16000000000,0.00000000000,81.00000000000,0,0.19000000000,0.25000000000,0.00000000000,0.97000000000,0.72000000000,0.74000000000,2.82000000000,3.00000000000,2.38000000000,1.37000000000,"LandfillTrash, LivestockHorseBurro, PastureHayFence, Pipes, RoadRailroadCulvert",None,Common,Absent,Absent,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/PO-SS-1015_2020-06-27/,No,,No,2A675B92-20E2-4E88-8734-269FC2AFBE35,PO-SS-1015_2020-06-27,{C3C98589-6780-417F-950A-AF9CC29FA58B},,,LSHANK,2/6/2023,176558
161,ID_PocatelloFO,ID,Idaho Falls District Office,Pocatello Field Office,PO-SS-1016_2020-07-07,PO-SS-1016,UNNAMED,7/7/2020,43.07746500000,-111.35749200000,43.07694800000,-111.35797100000,43.07780500000,-111.35727300000,150.00000000000,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2020_FieldSeason.pdf,Full Reach,RandomGRTS,ID_PocatelloFO_Standard_2019,PocatelloFO,1,NorthernRockies_SmallWadeable,95.50000000000,97.30000000000,0.00000000000,0.00000000000,0.00000000000,0,100,86,95,0,Absent,12,15.32360000000,0.78310600000,0.00000000000,ColumbiaRiverBasin_PIBO,Pass,300,148.00000000000,90.30000000000,281.00000000000,8.02000000000,14.40000000000,11.14000000000,0.00000000000,9,6.24000000000,60.00000000000,0.08000000000,12,7.27300000000,2.95600000000,0,0.00000000000,0.00000000000,51.20000000000,54.70000000000,1,15,2,4,0,0,93,95,93,0,0,0.17000000000,0.24000000000,0.23000000000,0.31000000000,-0.76000000000,1.31000000000,0.00000000000,113.00000000000,0,0.47000000000,0.06000000000,0.00000000000,1.95000000000,0.67000000000,0.67000000000,1.09000000000,2.56000000000,5.61000000000,1.35000000000,None,None,Absent,Absent,Absent,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/PO-SS-1016_2020-07-07/,No,,No,58EA7FC7-B4C1-4C00-9EA7-2AEEF525E84F,PO-SS-1016_2020-07-07,{F2543F63-9392-4B8E-BB85-55F1B823A283},,,LSHANK,2/6/2023,176559
162,ID_PocatelloFO,ID,Idaho Falls District Office,Pocatello Field Office,PO-SS-1018_2020-07-23,PO-SS-1018,,7/23/2020,42.30963300000,-111.48842100000,42.30990900000,-111.48783100000,42.30932100000,-111.48894600000,150.00000000000,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2020_FieldSeason.pdf,Full Reach,RandomGRTS,ID_PocatelloFO_Standard_2019,PocatelloFO,1,SouthernRockies_SmallWadeable,86.60000000000,95.50000000000,0.00000000000,0.00000000000,0.00000000000,0,100,32,100,0,Absent,13,15.50380000000,0.83850600000,0.00000000000,ColumbiaRiverBasin_PIBO,Pass,300,559.00000000000,48.00000000000,12.80000000000,7.43000000000,11.40000000000,13.75000000000,0.00000000000,16,14.72000000000,106.70000000000,0.10000000000,17,11.33300000000,1.44500000000,0,0.00000000000,0.00000000000,41.90000000000,55.20000000000,2,16,5,5,0,0,95,95,95,0,0,0.15000000000,0.15000000000,0.22000000000,0.22000000000,-0.99000000000,1.01000000000,0.00000000000,118.00000000000,0,0.44000000000,0.08000000000,0.00000000000,1.18000000000,0.66000000000,0.66000000000,3.00000000000,3.00000000000,5.21000000000,1.33000000000,LivestockHorseBurro,None,Absent,Absent,Absent,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/PO-SS-1018_2020-07-23/,No,,No,D9558817-AC8D-4CCB-9931-29C408278759,PO-SS-1018_2020-07-23,{02256AC2-88C5-42EB-8129-7555EDB45D92},,,LSHANK,2/6/2023,176560
163,ID_PocatelloFO,ID,Idaho Falls District Office,Pocatello Field Office,PO-SS-1023_2019-07-12,PO-SS-1023,MIDNIGHT CREEK,7/12/2019,42.72638200000,-112.52504000000,42.72609000000,-112.52565000000,42.72674100000,-112.52448200000,150.00000000000,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf,Full Reach,RandomGRTS,ID_PocatelloFO_Standard_2019,PocatelloFO,2,NorthernXericBasin_SmallWadeable,98.40000000000,98.70000000000,0.00000000000,0.00000000000,0.00000000000,0,86,0,9,0,Absent,11,13.44068468000,0.81841069000,0.00000000000,ColumbiaRiverBasin_PIBO,Pass,300,339.80000000000,23.00000000000,351.10000000000,8.34000000000,11.30000000000,14.61000000000,0.00000000000,5,10.16000000000,33.30000000000,0.19000000000,7,4.66700000000,0.27600000000,0,0.00000000000,0.00000000000,8.10000000000,10.50000000000,13,114,41,36,0,0,0,0,0,0,0,0.53000000000,0.85000000000,0.76000000000,1.08000000000,-0.38000000000,1.43000000000,0.00000000000,126.00000000000,0,0.00000000000,0.00000000000,0.00000000000,3.58000000000,2.22000000000,2.22000000000,1.87000000000,1.94000000000,4.41000000000,1.25000000000,PastureHayFence,None,Absent,Absent,Absent,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/PO-SS-1023_2019-07-12/,No,,No,77295207-CD58-4EFC-A4CB-C22627678985,PO-SS-1023_2019-07-12,{81D3E9D1-F436-492B-9695-E3477BEB09AA},,,LSHANK,2/6/2023,172449
164,ID_PocatelloFO,ID,Idaho Falls District Office,Pocatello Field Office,PO-SS-1026_2019-08-10,PO-SS-1026,WEST BOB SMITH CREEK,8/10/2019,42.65913400000,-112.11340000000,42.65843400000,-112.11342600000,42.65975300000,-112.11340700000,150.00000000000,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf,Full Reach,RandomGRTS,ID_PocatelloFO_Standard_2019,PocatelloFO,1,NorthernXericBasin_SmallWadeable,95.30000000000,93.80000000000,0.00000000000,0.00000000000,0.00000000000,0,100,0,5,0,Absent,11,13.46977342000,0.81664328000,0.00000000000,ColumbiaRiverBasin_PIBO,Pass,300,187.40000000000,0.00000000000,311.70000000000,8.10000000000,8.90000000000,14.79000000000,0.00000000000,12,15.28000000000,80.00000000000,0.24000000000,5,3.33300000000,0.17000000000,0,0.00000000000,0.00000000000,2.90000000000,4.80000000000,18,88,38,36,0,0,0,0,0,0,0,0.09000000000,0.26000000000,0.25000000000,0.41000000000,-0.58000000000,1.66000000000,0.00000000000,125.00000000000,0,0.41000000000,0.16000000000,0.00000000000,2.72000000000,2.25000000000,2.29000000000,1.75000000000,1.61000000000,7.92000000000,1.02000000000,PastureHayFence,None,Absent,Absent,Absent,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/PO-SS-1026_2019-08-10/,No,,No,EE9232CD-3A57-4F75-B7C7-4EBB5FC09704,PO-SS-1026_2019-08-10,{C552298D-E925-4E0F-AE90-C97831FFDC49},,,LSHANK,2/6/2023,172450
165,ID_PocatelloFO,ID,Idaho Falls District Office,Pocatello Field Office,PO-SS-1027_2020-08-05,PO-SS-1027,WOOD CANYON,8/5/2020,42.22205700000,-112.51104800000,42.22173500000,-112.51081400000,42.22242000000,-112.51128300000,150.00000000000,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2020_FieldSeason.pdf,Partial Reach,RandomGRTS,ID_PocatelloFO_Standard_2019,PocatelloFO,1,NorthernXericBasin_SmallWadeable,70.20000000000,87.70000000000,0.00000000000,0.00000000000,0.00000000000,0,68,73,100,0,Absent,7,15.25960000000,0.45872900000,0.00000000000,ColumbiaRiverBasin_PIBO,Pass,300,557.00000000000,145.00000000000,502.00000000000,8.56000000000,22.10000000000,13.58000000000,0.00000000000,0,0.00000000000,0.00000000000,0.00000000000,0,0.00000000000,0.00000000000,0,0.00000000000,0.00000000000,70.50000000000,75.30000000000,1,12,1,2,0,0,97,100,97,0,0,0.09000000000,0.10000000000,0.10000000000,0.11000000000,-0.97000000000,1.08000000000,0.00000000000,130.00000000000,0,0.61000000000,0.01000000000,0.00000000000,0.76000000000,0.32000000000,0.32000000000,2.59000000000,3.00000000000,5.05000000000,0.00000000000,"HydrologicAlterations, LandfillTrash, LivestockHorseBurro, LoggingOperations, Pipes, Recreation, RoadRailroadCulvert",None,Absent,Absent,Absent,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/PO-SS-1027_2020-08-05/,No,,No,2DC9F352-0171-4147-A987-F59F36881912,PO-SS-1027_2020-08-05,{7983CBB9-54F1-426C-83E3-0E04603088B8},,,LSHANK,2/6/2023,176561
166,ID_PocatelloFO,ID,Idaho Falls District Office,Pocatello Field Office,PO-SS-1030_2020-08-04,PO-SS-1030,ARKANSAS CREEK,8/4/2020,42.53799400000,-112.12698900000,42.53744600000,-112.12727700000,42.53859900000,-112.12693300000,150.00000000000,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2020_FieldSeason.pdf,Full Reach,RandomGRTS,ID_PocatelloFO_Standard_2019,PocatelloFO,2,NorthernXericBasin_SmallWadeable,67.80000000000,89.30000000000,0.00000000000,0.00000000000,0.00000000000,0,86,95,0,0,Absent,5,13.05910000000,0.38287400000,0.00000000000,ColumbiaRiverBasin_PIBO,Pass,300,4412.00000000000,291.20000000000,514.00000000000,8.47000000000,10.20000000000,0.00000000000,0.00000000000,5,17.84000000000,33.30000000000,0.12000000000,0,0.00000000000,0.00000000000,0,0.00000000000,0.00000000000,55.20000000000,58.10000000000,1,64,1,5,0,0,90,98,90,0,0,0.09000000000,0.16000000000,0.20000000000,0.26000000000,-0.79000000000,1.27000000000,0.00000000000,129.00000000000,0,0.59000000000,0.09000000000,0.00000000000,1.21000000000,0.82000000000,0.82000000000,3.00000000000,3.00000000000,2.77000000000,1.14000000000,"LivestockHorseBurro, PastureHayFence, RoadRailroadCulvert",None,Absent,Absent,Absent,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/PO-SS-1030_2020-08-04/,No,,No,D00B1F0A-FE60-4D21-8CFE-DB26622AA8FB,PO-SS-1030_2020-08-04,{A348E157-EBB4-4BAF-94F7-8D93B8D5A36C},,,LSHANK,2/6/2023,176562
167,ID_PocatelloFO,ID,Idaho Falls District Office,Pocatello Field Office,PO-TR-1103_2019-09-22,PO-TR-1103,BLACKFOOT RIVER,9/22/2019,43.07213000000,-111.92545100000,43.07500700000,-111.92650800000,43.06888900000,-111.92601100000,720.00000000000,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf,Full Reach,Targeted,,NA,5,NorthernXericBasin_LargeWadeable,0.00000000000,49.50000000000,0.00000000000,0.00000000000,0.00000000000,0,95,100,77,0,Absent,4,13.90101630000,0.28774874000,0.00000000000,ColumbiaRiverBasin_PIBO,Pass,300,699.70000000000,38.80000000000,360.70000000000,8.30000000000,9.90000000000,17.81000000000,0.00000000000,2,11.72000000000,2.80000000000,0.39000000000,2,0.27800000000,0.01700000000,0,0.00000000000,0.00000000000,12.40000000000,12.90000000000,13,127,53,45,0,0,0,0,0,0,0,0.29000000000,0.75000000000,0.86000000000,1.32000000000,-0.25000000000,1.56000000000,0.00000000000,118.00000000000,0,0.25000000000,0.55000000000,0.00000000000,34.63000000000,32.96000000000,33.16000000000,1.17000000000,1.93000000000,0.20000000000,1.06000000000,"LivestockHorseBurro, PastureHayFence, RoadRailroadCulvert",None,Common,Absent,Absent,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/PO-TR-1103_2019-09-22/,No,,No,D1D9CAEA-00BF-4C75-81B9-44BD014898A7,PO-TR-1103_2019-09-22,{1DC64ADC-0B40-446C-95C6-2B63E25FDF18},,,LSHANK,2/6/2023,172451
168,ID_PocatelloFO,ID,Idaho Falls District Office,Pocatello Field Office,PO-TR-1441_2019-07-15,PO-TR-1441,FISH HAVEN,7/15/2019,42.03976100000,-111.42699500000,42.03920000000,-111.42641000000,42.03955700000,-111.42779100000,150.00000000000,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf,Full Reach,Targeted,,NA,3,SouthernRockies_SmallWadeable,85.60000000000,96.60000000000,0.00000000000,0.00000000000,0.00000000000,0,71,26,0,0,Absent,10,12.10788735000,0.82590792000,0.00000000000,ColumbiaRiverBasin_PIBO,Pass,300,134.50000000000,21.00000000000,326.10000000000,8.48000000000,9.80000000000,12.07000000000,0.00000000000,12,25.91000000000,80.00000000000,0.33000000000,98,59.39400000000,4.36700000000,0,0.00000000000,0.00000000000,17.40000000000,20.60000000000,2,67,23,19,0,0,0,0,0,0,0,0.16000000000,0.23000000000,0.53000000000,0.61000000000,-0.75000000000,1.14000000000,0.00000000000,141.00000000000,0,0.00000000000,0.00000000000,0.00000000000,6.96000000000,4.27000000000,4.35000000000,3.00000000000,1.88000000000,0.00000000000,1.24000000000,"LandfillTrash, PastureHayFence, RoadRailroadCulvert",Minor,Common,Absent,Present,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/PO-TR-1441_2019-07-15/,No,,No,FEAEB871-9DE6-477D-BED6-5D17690C8790,PO-TR-1441_2019-07-15,{1FDE3C6F-C5BC-48B9-8BE7-7EE16DC4211C},,,LSHANK,2/6/2023,172452
169,ID_PocatelloFO,ID,Idaho Falls District Office,Pocatello Field Office,PO-TR-1441_2019-09-05,PO-TR-1441,FISH HAVEN CREEK,9/5/2019,42.03972000000,-111.42701700000,42.03939900000,-111.42646600000,42.03982100000,-111.42781600000,150.00000000000,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf,Full Reach,Targeted,,NA,3,SouthernRockies_SmallWadeable,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,0,0,0,,0,0.00000000000,0.00000000000,0.00000000000,,,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0.00000000000,0.00000000000,0.00000000000,0,0.00000000000,0.00000000000,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0.29000000000,0.30000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,1.24000000000,,Major,Common,Absent,,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/PO-TR-1441_2019-09-05/,Yes,,No,68621041-3741-4FC7-AA92-E3B6778994B7,PO-TR-1441_2019-09-05,{8FE0DA03-9969-49A9-913D-9A21BCDE6848},,,LSHANK,2/6/2023,
170,ID_PocatelloFO,ID,Idaho Falls District Office,Pocatello Field Office,PO-TR-1465_2019-08-11,PO-TR-1465,INDIAN CREEK,8/11/2019,42.09798700000,-111.22800000000,42.09751300000,-111.22797900000,42.09857400000,-111.22757600000,150.00000000000,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf,Full Reach,Targeted,,NA,1,EasternXericBasin_SmallWadeable,0.00000000000,11.20000000000,0.00000000000,0.00000000000,0.00000000000,0,18,0,73,0,Absent,6,13.58140514000,0.44178050000,0.00000000000,ColumbiaRiverBasin_PIBO,Pass,300,2731.50000000000,65.90000000000,408.60000000000,8.28000000000,11.20000000000,13.21000000000,0.00000000000,1,0.29000000000,6.70000000000,0.08000000000,0,0.00000000000,0.00000000000,0,0.00000000000,0.00000000000,17.60000000000,27.10000000000,2,19,11,9,0,0,0,0,0,0,0,0.08000000000,0.13000000000,0.19000000000,0.23000000000,-0.85000000000,1.26000000000,0.00000000000,138.00000000000,0,0.76000000000,0.09000000000,0.00000000000,1.33000000000,0.63000000000,0.77000000000,2.17000000000,1.37000000000,4.47000000000,1.22000000000,"LandfillTrash, PastureHayFence, RoadRailroadCulvert",None,Absent,Absent,Absent,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/PO-TR-1465_2019-08-11/,No,,No,C382768E-1FB1-40A3-8445-8DE59DD215E1,PO-TR-1465_2019-08-11,{440563D6-4BEB-4DA9-A3EE-FDA82E3B5D62},,,LSHANK,2/6/2023,172453
171,ID_PocatelloFO,ID,Idaho Falls District Office,Pocatello Field Office,PO-TR-65484_2020-09-20,PO-TR-65484,NORTH CANYON CREEK,9/20/2020,42.11754600000,-112.75231000000,42.11694600000,-112.75187000000,42.11776600000,-112.75255300000,150.00000000000,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2020_FieldSeason.pdf,Partial Reach,Targeted,,NA,3,NorthernXericBasin_SmallWadeable,89.40000000000,97.70000000000,0.00000000000,0.00000000000,0.00000000000,0,100,70,20,0,Potamopyrgus antipodarum,4,13.31540000000,0.30040400000,0.00000000000,ColumbiaRiverBasin_PIBO,Pass,300,1364.00000000000,94.00000000000,318.40000000000,8.07000000000,14.30000000000,17.20000000000,0.00000000000,0,0.00000000000,0.00000000000,0.00000000000,0,0.00000000000,0.00000000000,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,0,0,0,0,100,100,100,0,0,0.07000000000,0.10000000000,0.00000000000,0.00000000000,-0.89000000000,0.00000000000,0.00000000000,140.00000000000,0,0.20000000000,0.14000000000,0.00000000000,1.12000000000,1.02000000000,1.02000000000,3.00000000000,3.00000000000,0.00000000000,0.00000000000,LivestockHorseBurro,None,Absent,Absent,Absent,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/PO-TR-65484_2020-09-20/,No,,No,400A8211-CEFF-4FEC-8F34-25B03EAF101D,PO-TR-65484_2020-09-20,{62F30078-C0EB-4A5A-840F-BFD53578E654},,,LSHANK,2/6/2023,176563
172,ID_PocatelloFO,ID,Idaho Falls District Office,Pocatello Field Office,PO-TR-81214_2020-09-20,PO-TR-81214,SOUTH FORK WALKER CREEK,9/20/2020,42.72000500000,-112.28981400000,42.72057100000,-112.28952400000,42.71946200000,-112.29022800000,150.00000000000,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2020_FieldSeason.pdf,Full Reach,Targeted,,NA,1,NorthernXericBasin_SmallWadeable,63.00000000000,69.00000000000,0.00000000000,0.00000000000,0.00000000000,0,91,59,0,0,Absent,10,15.34300000000,0.65176500000,0.00000000000,ColumbiaRiverBasin_PIBO,Pass,300,411.00000000000,48.30000000000,374.60000000000,8.19000000000,8.30000000000,12.60000000000,0.00000000000,3,3.22000000000,20.00000000000,0.16000000000,5,3.03000000000,0.28200000000,0,0.00000000000,0.00000000000,79.50000000000,80.00000000000,1,14,2,3,0,0,38,40,26,0,0,0.20000000000,0.54000000000,0.32000000000,0.65000000000,-0.36000000000,2.12000000000,0.00000000000,152.00000000000,0,0.40000000000,0.12000000000,0.00000000000,3.91000000000,1.86000000000,1.98000000000,1.16000000000,1.82000000000,3.60000000000,1.10000000000,"LandfillTrash, LivestockHorseBurro",None,Absent,Absent,Absent,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/PO-TR-81214_2020-09-20/,No,,No,D32D0FDB-0C6D-4046-86A1-16F1E8A6693D,PO-TR-81214_2020-09-20,{E1DE168E-84E7-494B-AF0B-009699E8C05E},,,LSHANK,2/6/2023,176564
