"","sampleId","taxonomyId","scientificName","levelId","levelName","otuName","splitCount"
"32",153066,1127,"Eukiefferiella brehmi group",30,"Species group","Other_Chironomidae",1
"33",153066,1129,"Eukiefferiella devonica group",30,"Species group","Other_Chironomidae",2
"34",153066,1147,"Orthocladius",23,"Genus","Other_Chironomidae",1
"35",153066,1150,"Parametriocnemus",23,"Genus","Other_Chironomidae",18
"36",153066,1168,"Odontomesa",23,"Genus","Other_Chironomidae",1
"37",153066,1176,"Thienemannimyia group",29,"Genus group","Tanypodinae",3
"38",153066,1301,"Polypedilum",23,"Genus","Chironominae",7
"39",153066,1306,"Tanytarsus",23,"Genus","Chironominae",1
"40",153066,1986,"Orthocladiini/Metriocnemini",28,"Tribe group","Other_Chironomidae",5
"41",153066,2150,"Mideopsis",23,"Genus","ARACHNIDA",4
"42",153066,2180,"Liodessus obscurellus",25,"Species","Liodessus",2
"43",153066,2658,"Heterotrissocladius marcidus group",30,"Species group","Other_Chironomidae",2
"44",153066,4075,"Eukiefferiella coerulescens group",30,"Species group","Other_Chironomidae",2
"45",153066,5757,"Chloroperlinae",20,"SubFamily","OTHER_CHLOROPERLIDAE",18
"46",153067,19,"Oligochaeta",10,"SubClass","OLIGOCHAETA",14
"47",153067,58,"Trombidiformes",13,"Order","ARACHNIDA",43
"48",153067,63,"Lebertia",23,"Genus","ARACHNIDA",13
"49",153067,67,"Sperchon",23,"Genus","ARACHNIDA",3
"50",153067,135,"Optioservus",23,"Genus","Optioservus",3
"51",153067,146,"Zaitzevia parvulua parvula",26,"SubSpecies","Zaitzevia",11
"52",153067,170,"Psephenus",23,"Genus","Psephenus",1
"53",153067,179,"Ceratopogonidae",19,"Family","Ceratopogonidae",1
"54",153067,180,"Chironomidae",19,"Family","Other_Chironomidae",13
"55",153067,182,"Chironominae",20,"SubFamily","Chironominae",28
"56",153067,184,"Orthocladiinae",20,"SubFamily","Other_Chironomidae",36
"57",153067,250,"Baetis",23,"Genus","Baetis",2
"58",153067,252,"Centroptilum",23,"Genus","CENTROPTILUM_PROCLOEON",1
"59",153067,263,"Attenella",23,"Genus","Attenella",8
"60",153067,307,"Tricorythodes",23,"Genus","Tricorythodes",12
"61",153067,350,"Petrophila",23,"Genus","PETROPHILA",2
"62",153067,374,"Coenagrionidae",19,"Family","Other_Coenagrionidae",1
"63",153067,455,"Perlodidae",19,"Family","Perlodidae",1
"64",153067,494,"Helicopsyche",23,"Genus","Helicopsyche",1
"65",153067,497,"Cheumatopsyche",23,"Genus","Cheumatopsyche",1
"66",153067,499,"Hydropsyche",23,"Genus","Hydropsyche",1
"67",153067,525,"Oecetis",23,"Genus","Oecetis",2
"68",153067,655,"Xenacoelomorpha",9,"Class","PLATYHELMINTHES",1
"69",153067,847,"Microcylloepus pusillus",25,"Species","Microcylloepus",1
"70",153067,863,"Cricotopus",23,"Genus","Other_Chironomidae",6
"71",153067,908,"Probezzia",23,"Genus","Ceratopogonidae",19
"72",153067,932,"Brachycentrus occidentalis",25,"Species","Brachycentrus",4
"73",153067,1076,"Optioservus quadrimaculatus",25,"Species","Optioservus",1
"74",153067,1102,"Paratendipes",23,"Genus","Chironominae",1
"75",153067,1105,"Rheotanytarsus",23,"Genus","Chironominae",4
"76",153067,1107,"Stempellina",23,"Genus","Chironominae",4
"77",153067,1113,"Potthastia gaedii group",30,"Species group","Other_Chironomidae",3
"78",153067,1122,"Cricotopus trifascia group",25,"Species","Other_Chironomidae",5
"79",153067,1127,"Eukiefferiella brehmi group",30,"Species group","Other_Chironomidae",4
"80",153067,1142,"Lopescladius",23,"Genus","Other_Chironomidae",3
"81",153067,1147,"Orthocladius",23,"Genus","Other_Chironomidae",2
"82",153067,1164,"Thienemanniella",23,"Genus","Other_Chironomidae",1
"83",153067,1176,"Thienemannimyia group",29,"Genus group","Tanypodinae",2
"84",153067,1306,"Tanytarsus",23,"Genus","Chironominae",14
"85",153067,1675,"Chironomini",21,"Tribe","Chironominae",1
"86",153067,1683,"Parakiefferiella",23,"Genus","Other_Chironomidae",2
"87",153067,1685,"Cladotanytarsus",23,"Genus","Chironominae",4
"88",153067,1694,"Paracladopelma",23,"Genus","Chironominae",1
"89",153067,1759,"Cryptotendipes",23,"Genus","Chironominae",2
"90",153067,1986,"Orthocladiini/Metriocnemini",28,"Tribe group","Other_Chironomidae",12
"91",153067,2150,"Mideopsis",23,"Genus","ARACHNIDA",1
"92",153067,2172,"Torrenticola",23,"Genus","ARACHNIDA",2
"93",153067,5845,"Ephemerella dorothea/excrucians",30,"Species group","Ephemerella",2
"94",153068,19,"Oligochaeta",10,"SubClass","OLIGOCHAETA",3
"95",153068,58,"Trombidiformes",13,"Order","ARACHNIDA",4
"96",153068,67,"Sperchon",23,"Genus","ARACHNIDA",2
"97",153068,108,"Agabus",23,"Genus","Agabus",2
"98",153068,179,"Ceratopogonidae",19,"Family","Ceratopogonidae",5
"99",153068,182,"Chironominae",20,"SubFamily","Chironominae",43
"100",153068,184,"Orthocladiinae",20,"SubFamily","Other_Chironomidae",61
"101",153068,187,"Tanypodinae",20,"SubFamily","Tanypodinae",5
"102",153068,202,"Clinocera",23,"Genus","Empididae",2
"103",153068,210,"Muscidae",19,"Family","Muscidae",2
"104",153068,223,"Simulium",23,"Genus","Simuliidae",13
"105",153068,250,"Baetis",23,"Genus","Baetis",30
"106",153068,279,"Cinygmula",23,"Genus","Cinygmula",3
"107",153068,287,"Leptophlebiidae",19,"Family","Leptophlebiidae",1
"108",153068,304,"Siphlonurus",23,"Genus","SIPHLONURUS",4
"109",153068,484,"Micrasema",23,"Genus","Micrasema",1
"110",153068,509,"Hydroptila",23,"Genus","Hydroptila",1
"111",153068,519,"Lepidostoma",23,"Genus","Lepidostoma",1
"112",153068,610,"Physa",23,"Genus","Physidae",4
"113",153068,647,"Pisidium",23,"Genus","Pisidiidae",1
"114",153068,655,"Xenacoelomorpha",9,"Class","PLATYHELMINTHES",2
"115",153068,684,"Curculionidae",19,"Family","Curculionidae",1
"116",153068,863,"Cricotopus",23,"Genus","Other_Chironomidae",1
"117",153068,908,"Probezzia",23,"Genus","Ceratopogonidae",2
"118",153068,1103,"Phaenopsectra",23,"Genus","Chironominae",7
"119",153068,1105,"Rheotanytarsus",23,"Genus","Chironominae",2
"120",153068,1117,"Brillia",23,"Genus","Other_Chironomidae",3
"121",153068,1118,"Corynoneura",23,"Genus","Other_Chironomidae",5
"122",153068,1123,"Diplocladius",23,"Genus","Other_Chironomidae",4
"123",153068,1127,"Eukiefferiella brehmi group",30,"Species group","Other_Chironomidae",6
"124",153068,1150,"Parametriocnemus",23,"Genus","Other_Chironomidae",5
"125",153068,1165,"Tvetenia bavarica group",30,"Species group","Other_Chironomidae",11
"126",153068,1306,"Tanytarsus",23,"Genus","Chironominae",3
"127",153068,1538,"Stictotarsus",23,"Genus","Stictotarsus",1
"128",153068,1672,"Micropsectra",23,"Genus","Chironominae",25
"129",153068,1683,"Parakiefferiella",23,"Genus","Other_Chironomidae",2
"130",153068,1688,"Chaetocladius",23,"Genus","Other_Chironomidae",1
"131",153068,1760,"Radotanypus",23,"Genus","Tanypodinae",3
"132",153068,1986,"Orthocladiini/Metriocnemini",28,"Tribe group","Other_Chironomidae",21
"133",153068,2030,"Psilometriocnemus",23,"Genus","Other_Chironomidae",1
"134",153068,4075,"Eukiefferiella coerulescens group",30,"Species group","Other_Chironomidae",1
"135",153068,5845,"Ephemerella dorothea/excrucians",30,"Species group","Ephemerella",4
"136",153068,5846,"Ephemerella tibialis",25,"Species","Ephemerella",1
"137",153069,19,"Oligochaeta",10,"SubClass","OLIGOCHAETA",3
"138",153069,63,"Lebertia",23,"Genus","ARACHNIDA",1
"139",153069,108,"Agabus",23,"Genus","Agabus",1
"140",153069,177,"Agathon",23,"Genus","Blephariceridae",1
"141",153069,180,"Chironomidae",19,"Family","Other_Chironomidae",3
"142",153069,182,"Chironominae",20,"SubFamily","Chironominae",2
"143",153069,184,"Orthocladiinae",20,"SubFamily","Other_Chironomidae",80
"144",153069,187,"Tanypodinae",20,"SubFamily","Tanypodinae",1
"145",153069,202,"Clinocera",23,"Genus","Empididae",1
"146",153069,250,"Baetis",23,"Genus","Baetis",41
"147",153069,279,"Cinygmula",23,"Genus","Cinygmula",26
"148",153069,280,"Epeorus",23,"Genus","Epeorus",8
"149",153069,303,"Ameletus",23,"Genus","Ameletidae",7
"150",153069,418,"Suwallia",23,"Genus","OTHER_CHLOROPERLIDAE",6
"151",153069,536,"Dicosmoecus",23,"Genus","Dicosmoecus",2
"152",153069,542,"Hesperophylax",23,"Genus","Hesperophylax",2
"153",153069,684,"Curculionidae",19,"Family","Curculionidae",1
"154",153069,1111,"Diamesa",23,"Genus","Other_Chironomidae",6
"155",153069,1115,"Pseudodiamesa",23,"Genus","Other_Chironomidae",93
"156",153069,1117,"Brillia",23,"Genus","Other_Chironomidae",8
"157",153069,1150,"Parametriocnemus",23,"Genus","Other_Chironomidae",1
"158",153069,1153,"Parorthocladius",23,"Genus","Other_Chironomidae",1
"159",153069,1353,"Ceratopogon",23,"Genus","Ceratopogonidae",1
"160",153069,1672,"Micropsectra",23,"Genus","Chironominae",1
"161",153069,1696,"Zavrelimyia",23,"Genus","Tanypodinae",2
"162",153069,5757,"Chloroperlinae",20,"SubFamily","OTHER_CHLOROPERLIDAE",1
"163",153070,19,"Oligochaeta",10,"SubClass","OLIGOCHAETA",7
"164",153070,58,"Trombidiformes",13,"Order","ARACHNIDA",2
"165",153070,67,"Sperchon",23,"Genus","ARACHNIDA",2
"166",153070,135,"Optioservus",23,"Genus","Optioservus",138
"167",153070,146,"Zaitzevia parvulua parvula",26,"SubSpecies","Zaitzevia",44
"168",153070,182,"Chironominae",20,"SubFamily","Chironominae",18
"169",153070,184,"Orthocladiinae",20,"SubFamily","Other_Chironomidae",7
"170",153070,187,"Tanypodinae",20,"SubFamily","Tanypodinae",1
"171",153070,223,"Simulium",23,"Genus","Simuliidae",1
"172",153070,250,"Baetis",23,"Genus","Baetis",25
"173",153070,455,"Perlodidae",19,"Family","Perlodidae",1
"174",153070,462,"Isoperla",23,"Genus","Perlodidae",4
"175",153070,497,"Cheumatopsyche",23,"Genus","Cheumatopsyche",4
"176",153070,499,"Hydropsyche",23,"Genus","Hydropsyche",3
"177",153070,610,"Physa",23,"Genus","Physidae",10
"178",153070,932,"Brachycentrus occidentalis",25,"Species","Brachycentrus",4
"179",153070,1076,"Optioservus quadrimaculatus",25,"Species","Optioservus",15
"180",153070,1743,"Cleptelmis addenda",25,"Species","Cleptelmis",14
"181",153071,12,"Erpobdellidae",19,"Family","Erpobdellidae",1
"182",153071,108,"Agabus",23,"Genus","Agabus",1
"183",153071,152,"Peltodytes",23,"Genus","Peltodytes",12
"184",153071,155,"Berosus",23,"Genus","Berosus",2
"185",153071,179,"Ceratopogonidae",19,"Family","Ceratopogonidae",1
"186",153071,180,"Chironomidae",19,"Family","Other_Chironomidae",2
"187",153071,182,"Chironominae",20,"SubFamily","Chironominae",40
"188",153071,184,"Orthocladiinae",20,"SubFamily","Other_Chironomidae",39
"189",153071,187,"Tanypodinae",20,"SubFamily","Tanypodinae",45
"190",153071,223,"Simulium",23,"Genus","Simuliidae",1
"191",153071,314,"Corixidae",19,"Family","Corixidae",3
"192",153071,1103,"Phaenopsectra",23,"Genus","Chironominae",1
"193",153071,1104,"Pseudochironomus",23,"Genus","Chironominae",1
"194",153071,1105,"Rheotanytarsus",23,"Genus","Chironominae",16
"195",153071,1123,"Diplocladius",23,"Genus","Other_Chironomidae",1
"196",153071,1141,"Limnophyes",23,"Genus","Other_Chironomidae",1
"197",153071,1176,"Thienemannimyia group",29,"Genus group","Tanypodinae",9
"198",153071,1306,"Tanytarsus",23,"Genus","Chironominae",4
"199",153071,1538,"Stictotarsus",23,"Genus","Stictotarsus",13
"200",153071,1672,"Micropsectra",23,"Genus","Chironominae",9
"201",153071,1760,"Radotanypus",23,"Genus","Tanypodinae",63
"202",153071,1986,"Orthocladiini/Metriocnemini",28,"Tribe group","Other_Chironomidae",34
"203",153071,2180,"Liodessus obscurellus",25,"Species","Liodessus",1
"204",153098,63,"Lebertia",23,"Genus","ARACHNIDA",1
"205",153098,104,"Helichus",23,"Genus","Helichus",1
"206",153098,135,"Optioservus",23,"Genus","Optioservus",23
"207",153098,144,"Zaitzevia",23,"Genus","Zaitzevia",23
"208",153098,182,"Chironominae",20,"SubFamily","Chironominae",21
"209",153098,221,"Simuliidae",19,"Family","Simuliidae",1
"210",153098,233,"Tabanus",23,"Genus","Tabanidae",1
"211",153098,236,"Antocha monticola",25,"Species","Antocha",3
"212",153098,237,"Dicranota",23,"Genus","Dicranota",4
"213",153098,250,"Baetis",23,"Genus","Baetis",8
"214",153098,280,"Epeorus",23,"Genus","Epeorus",2
"215",153098,303,"Ameletus",23,"Genus","Ameletidae",1
"216",153098,419,"Sweltsa",23,"Genus","OTHER_CHLOROPERLIDAE",2
"217",153098,420,"Leuctridae",19,"Family","Leuctridae",1
"218",153098,455,"Perlodidae",19,"Family","Perlodidae",3
"219",153098,488,"Agapetus",23,"Genus","Agapetus",30
"220",153098,491,"Glossosoma",23,"Genus","Glossosoma",4
"221",153098,499,"Hydropsyche",23,"Genus","Hydropsyche",1
"222",153098,519,"Lepidostoma",23,"Genus","Lepidostoma",1
"223",153098,584,"Rhyacophila",23,"Genus","RHYACOPHILA",1
"224",153098,610,"Physa",23,"Genus","Physidae",1
"225",153098,834,"Diphetor hageni",25,"Species","Diphetor",1
"226",153098,908,"Probezzia",23,"Genus","Ceratopogonidae",1
"227",153098,1076,"Optioservus quadrimaculatus",25,"Species","Optioservus",12
"228",153098,1077,"Ordobrevia nubifer",25,"Species","Ordobrevia",10
"229",153098,1098,"Microtendipes rydalensis group",30,"Species group","Chironominae",1
"230",153098,1103,"Phaenopsectra",23,"Genus","Chironominae",1
"231",153098,1111,"Diamesa",23,"Genus","Other_Chironomidae",1
"232",153098,1112,"Pagastia",23,"Genus","Other_Chironomidae",2
"233",153098,1142,"Lopescladius",23,"Genus","Other_Chironomidae",2
"234",153098,1164,"Thienemanniella",23,"Genus","Other_Chironomidae",1
"235",153098,1206,"Rhyacophila brunnea/vemna group",30,"Species group","RHYACOPHILA",1
"236",153098,1306,"Tanytarsus",23,"Genus","Chironominae",125
"237",153098,1488,"Onocosmoecus unicolor",25,"Species","Onocosmoecus",1
"238",153098,1668,"Rhyacophila betteni group",30,"Species group","RHYACOPHILA",1
"239",153098,1672,"Micropsectra",23,"Genus","Chironominae",6
"240",153098,2253,"Neoplasta",23,"Genus","Empididae",1
"241",153110,66,"Sperchonidae",19,"Family","ARACHNIDA",2
"242",153110,135,"Optioservus",23,"Genus","Optioservus",12
"243",153110,180,"Chironomidae",19,"Family","Other_Chironomidae",15
"244",153110,182,"Chironominae",20,"SubFamily","Chironominae",23
"245",153110,184,"Orthocladiinae",20,"SubFamily","Other_Chironomidae",101
"246",153110,187,"Tanypodinae",20,"SubFamily","Tanypodinae",1
"247",153110,223,"Simulium",23,"Genus","Simuliidae",2
"248",153110,237,"Dicranota",23,"Genus","Dicranota",1
"249",153110,250,"Baetis",23,"Genus","Baetis",6
"250",153110,568,"Wormaldia",23,"Genus","Wormaldia",2
"251",153110,610,"Physa",23,"Genus","Physidae",1
"252",153110,647,"Pisidium",23,"Genus","Pisidiidae",1
"253",153110,834,"Diphetor hageni",25,"Species","Diphetor",3
"254",153110,860,"Helobdella stagnalis",25,"Species","HELOBDELLA",1
"255",153110,863,"Cricotopus",23,"Genus","Other_Chironomidae",9
"256",153110,1105,"Rheotanytarsus",23,"Genus","Chironominae",20
"257",153110,1109,"Sublettea",23,"Genus","Chironominae",4
"258",153110,1111,"Diamesa",23,"Genus","Other_Chironomidae",6
"259",153110,1112,"Pagastia",23,"Genus","Other_Chironomidae",4
"260",153110,1127,"Eukiefferiella brehmi group",30,"Species group","Other_Chironomidae",37
"261",153110,1129,"Eukiefferiella devonica group",30,"Species group","Other_Chironomidae",1
"262",153110,1130,"Eukiefferiella gracei group",30,"Species group","Other_Chironomidae",18
"263",153110,1147,"Orthocladius",23,"Genus","Other_Chironomidae",16
"264",153110,1163,"Synorthocladius",23,"Genus","Other_Chironomidae",6
"265",153110,1206,"Rhyacophila brunnea/vemna group",30,"Species group","RHYACOPHILA",1
"266",153110,1743,"Cleptelmis addenda",25,"Species","Cleptelmis",1
"267",153110,1986,"Orthocladiini/Metriocnemini",28,"Tribe group","Other_Chironomidae",4
"268",153110,5845,"Ephemerella dorothea/excrucians",30,"Species group","Ephemerella",2
"269",153111,19,"Oligochaeta",10,"SubClass","OLIGOCHAETA",13
"270",153111,58,"Trombidiformes",13,"Order","ARACHNIDA",1
"271",153111,63,"Lebertia",23,"Genus","ARACHNIDA",1
"272",153111,129,"Heterlimnius corpulentus",25,"Species","Heterlimnius",54
"273",153111,200,"Empididae",19,"Family","Empididae",1
"274",153111,201,"Chelifera",23,"Genus","Empididae",2
"275",153111,223,"Simulium",23,"Genus","Simuliidae",1
"276",153111,250,"Baetis",23,"Genus","Baetis",33
"277",153111,264,"Caudatella",23,"Genus","Caudatella",4
"278",153111,267,"Drunella doddsii",25,"Species","DRUNELLA_DODDSI",5
"279",153111,279,"Cinygmula",23,"Genus","Cinygmula",16
"280",153111,280,"Epeorus",23,"Genus","Epeorus",2
"281",153111,287,"Leptophlebiidae",19,"Family","Leptophlebiidae",1
"282",153111,303,"Ameletus",23,"Genus","Ameletidae",1
"283",153111,419,"Sweltsa",23,"Genus","OTHER_CHLOROPERLIDAE",1
"284",153111,420,"Leuctridae",19,"Family","Leuctridae",1
"285",153111,439,"Zapada",23,"Genus","Zapada",4
"286",153111,455,"Perlodidae",19,"Family","Perlodidae",1
"287",153111,484,"Micrasema",23,"Genus","Micrasema",1
"288",153111,491,"Glossosoma",23,"Genus","Glossosoma",6
"289",153111,549,"Neophylax",23,"Genus","Neophylax",1
"290",153111,567,"Dolophilodes",23,"Genus","Dolophilodes",3
"291",153111,584,"Rhyacophila",23,"Genus","RHYACOPHILA",2
"292",153111,589,"Neothremma",23,"Genus","Neothremma",10
"293",153111,655,"Xenacoelomorpha",9,"Class","PLATYHELMINTHES",7
"294",153111,809,"Brachycentrus americanus",25,"Species","Brachycentrus",2
"295",153111,836,"Drunella spinifera",25,"Species","Drunella_spinifera",2
"296",153111,909,"Zapada cinctipes",25,"Species","Zapada",1
"297",153111,1002,"Parapsyche elsis",25,"Species","Parapsyche",2
"298",153111,1105,"Rheotanytarsus",23,"Genus","Chironominae",1
"299",153111,1108,"Stempellinella",23,"Genus","Chironominae",52
"300",153111,1112,"Pagastia",23,"Genus","Other_Chironomidae",12
"301",153111,1129,"Eukiefferiella devonica group",30,"Species group","Other_Chironomidae",4
"302",153111,1137,"Hydrobaenus",23,"Genus","Other_Chironomidae",2
"303",153111,1158,"Rheocricotopus",23,"Genus","Other_Chironomidae",6
"304",153111,1164,"Thienemanniella",23,"Genus","Other_Chironomidae",2
"305",153111,1165,"Tvetenia bavarica group",30,"Species group","Other_Chironomidae",1
"306",153111,1180,"Drunella coloradensis/flavilinea",30,"Species group","Drunella_coloradensis_flavilinea",7
"307",153111,1199,"Amiocentrus aspilus",25,"Species","Amiocentrus",2
"308",153111,1206,"Rhyacophila brunnea/vemna group",30,"Species group","RHYACOPHILA",4
"309",153111,1280,"Zapada columbiana",25,"Species","Zapada",7
"310",153111,1306,"Tanytarsus",23,"Genus","Chironominae",1
"311",153111,1318,"Zapada oregonensis group",30,"Species group","Zapada",3
"312",153111,1498,"Rhyacophila narvae",25,"Species","RHYACOPHILA",7
"313",153111,1668,"Rhyacophila betteni group",30,"Species group","RHYACOPHILA",3
"314",153111,1672,"Micropsectra",23,"Genus","Chironominae",2
"315",153111,1986,"Orthocladiini/Metriocnemini",28,"Tribe group","Other_Chironomidae",2
"316",153111,5757,"Chloroperlinae",20,"SubFamily","OTHER_CHLOROPERLIDAE",2
"317",153111,5846,"Ephemerella tibialis",25,"Species","Ephemerella",1
"318",153114,19,"Oligochaeta",10,"SubClass","OLIGOCHAETA",5
"319",153114,63,"Lebertia",23,"Genus","ARACHNIDA",1
"320",153114,66,"Sperchonidae",19,"Family","ARACHNIDA",2
"321",153114,128,"Heterlimnius",23,"Genus","Heterlimnius",26
"322",153114,133,"Narpus",23,"Genus","Narpus",2
"323",153114,179,"Ceratopogonidae",19,"Family","Ceratopogonidae",2
"324",153114,180,"Chironomidae",19,"Family","Other_Chironomidae",1
"325",153114,182,"Chironominae",20,"SubFamily","Chironominae",16
"326",153114,184,"Orthocladiinae",20,"SubFamily","Other_Chironomidae",53
"327",153114,221,"Simuliidae",19,"Family","Simuliidae",3
"328",153114,236,"Antocha monticola",25,"Species","Antocha",4
"329",153114,250,"Baetis",23,"Genus","Baetis",33
"330",153114,267,"Drunella doddsii",25,"Species","DRUNELLA_DODDSI",11
"331",153114,271,"Serratella",23,"Genus","Serratella",8
"332",153114,279,"Cinygmula",23,"Genus","Cinygmula",3
"333",153114,280,"Epeorus",23,"Genus","Epeorus",11
"334",153114,303,"Ameletus",23,"Genus","Ameletidae",2
"335",153114,418,"Suwallia",23,"Genus","OTHER_CHLOROPERLIDAE",6
"336",153114,655,"Xenacoelomorpha",9,"Class","PLATYHELMINTHES",2
"337",153114,807,"Arctopsyche grandis",25,"Species","Arctopsyche",2
"338",153114,809,"Brachycentrus americanus",25,"Species","Brachycentrus",1
"339",153114,834,"Diphetor hageni",25,"Species","Diphetor",2
"340",153114,836,"Drunella spinifera",25,"Species","Drunella_spinifera",1
"341",153114,907,"Acentrella",23,"Genus","Acentrella",3
"342",153114,1076,"Optioservus quadrimaculatus",25,"Species","Optioservus",7
"343",153114,1112,"Pagastia",23,"Genus","Other_Chironomidae",28
"344",153114,1117,"Brillia",23,"Genus","Other_Chironomidae",2
"345",153114,1129,"Eukiefferiella devonica group",30,"Species group","Other_Chironomidae",1
"346",153114,1131,"Eukiefferiella pseudomontana group",30,"Species group","Other_Chironomidae",3
"347",153114,1140,"Krenosmittia",23,"Genus","Other_Chironomidae",1
"348",153114,1147,"Orthocladius",23,"Genus","Other_Chironomidae",19
"349",153114,1164,"Thienemanniella",23,"Genus","Other_Chironomidae",1
"350",153114,1165,"Tvetenia bavarica group",30,"Species group","Other_Chironomidae",3
"351",153114,1180,"Drunella coloradensis/flavilinea",30,"Species group","Drunella_coloradensis_flavilinea",2
"352",153114,1206,"Rhyacophila brunnea/vemna group",30,"Species group","RHYACOPHILA",7
"353",153114,1270,"Doroneuria theodora",25,"Species","Doroneuria",2
"354",153114,1301,"Polypedilum",23,"Genus","Chironominae",15
"355",153114,1306,"Tanytarsus",23,"Genus","Chironominae",2
"356",153114,1986,"Orthocladiini/Metriocnemini",28,"Tribe group","Other_Chironomidae",3
"357",153114,2172,"Torrenticola",23,"Genus","ARACHNIDA",1
"358",153114,4055,"Chelifera/Neoplasta",29,"Genus group","Empididae",1
"359",153114,5757,"Chloroperlinae",20,"SubFamily","OTHER_CHLOROPERLIDAE",2
"360",153115,19,"Oligochaeta",10,"SubClass","OLIGOCHAETA",10
"361",153115,65,"Protzia",23,"Genus","ARACHNIDA",1
"362",153115,129,"Heterlimnius corpulentus",25,"Species","Heterlimnius",34
"363",153115,134,"Narpus concolor",25,"Species","Narpus",1
"364",153115,180,"Chironomidae",19,"Family","Other_Chironomidae",1
"365",153115,182,"Chironominae",20,"SubFamily","Chironominae",4
"366",153115,184,"Orthocladiinae",20,"SubFamily","Other_Chironomidae",12
"367",153115,216,"Pericoma",23,"Genus","Psychodidae",1
"368",153115,221,"Simuliidae",19,"Family","Simuliidae",2
"369",153115,237,"Dicranota",23,"Genus","Dicranota",1
"370",153115,250,"Baetis",23,"Genus","Baetis",60
"371",153115,264,"Caudatella",23,"Genus","Caudatella",1
"372",153115,267,"Drunella doddsii",25,"Species","DRUNELLA_DODDSI",12
"373",153115,279,"Cinygmula",23,"Genus","Cinygmula",42
"374",153115,280,"Epeorus",23,"Genus","Epeorus",11
"375",153115,285,"Rhithrogena",23,"Genus","Rhithrogena",5
"376",153115,292,"Paraleptophlebia",23,"Genus","Leptophlebiidae",1
"377",153115,419,"Sweltsa",23,"Genus","OTHER_CHLOROPERLIDAE",7
"378",153115,420,"Leuctridae",19,"Family","Leuctridae",1
"379",153115,455,"Perlodidae",19,"Family","Perlodidae",1
"380",153115,464,"Megarcys",23,"Genus","Perlodidae",2
"381",153115,484,"Micrasema",23,"Genus","Micrasema",2
"382",153115,584,"Rhyacophila",23,"Genus","RHYACOPHILA",4
"383",153115,589,"Neothremma",23,"Genus","Neothremma",20
"384",153115,647,"Pisidium",23,"Genus","Pisidiidae",8
"385",153115,655,"Xenacoelomorpha",9,"Class","PLATYHELMINTHES",12
"386",153115,863,"Cricotopus",23,"Genus","Other_Chironomidae",2
"387",153115,1105,"Rheotanytarsus",23,"Genus","Chironominae",1
"388",153115,1108,"Stempellinella",23,"Genus","Chironominae",1
"389",153115,1118,"Corynoneura",23,"Genus","Other_Chironomidae",4
"390",153115,1127,"Eukiefferiella brehmi group",30,"Species group","Other_Chironomidae",1
"391",153115,1135,"Heleniella",23,"Genus","Other_Chironomidae",4
"392",153115,1147,"Orthocladius",23,"Genus","Other_Chironomidae",1
"393",153115,1150,"Parametriocnemus",23,"Genus","Other_Chironomidae",3
"394",153115,1164,"Thienemanniella",23,"Genus","Other_Chironomidae",1
"395",153115,1180,"Drunella coloradensis/flavilinea",30,"Species group","Drunella_coloradensis_flavilinea",13
"396",153115,1206,"Rhyacophila brunnea/vemna group",30,"Species group","RHYACOPHILA",2
